Municipality,Name,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Total,Population,Sep 2011P,Dec 2011P,Mar 2012P,Jun 2012P,Sep 2012P,Dec 2012P,Mar 2013P,Jun 2013P,Sep 2013P,Dec 2013P,Mar 2014P
NC074,Kareeberg,0.000231,0.000458,0.001,0.000457,0.000054,0.000226,0.000477,0.000388,0.000208,0.000098,0.000125,0.000311,11673,0.2474942174,0.3975841686,0.7779491133,0.2170821554,0.0645078386,0.1775893087,0.3074616637,0.3789085925,0.1841857277,0.1105971044,0.088923156
NC066,Karoo Hoogland,0.000043,0.00016,0.000072,0.000324,0.000111,0.000043,0.000064,0.000423,0.000105,0.000221,0.000169,0.000125,12588,0.0443279314,0.1175722911,0.0586272641,0.0806323483,0.1340959644,0.0302669209,0.0388465205,0.1320305052,0.1418811567,0.1468064824,0.1060533842
NC086,Kgatelopele,0,0,0.000007,0,0,0.001064,0,0.000014,0.000007,0.000623,0.00044,0.000176,18687,0,0,0.003906459,0,0,0.4982073099,0,0.0100069567,0.0083480494,0.4532562744,0.3446246053
NW374,Kgetlengrivier,0.009521,0.016129,0.018687,0.016469,0.002729,0.040094,0.006047,0.053516,0.03253,0.011163,0.003513,0.014372,51049,6.660267586,9.6475543106,8.6474759545,4.253736606,1.8805461419,12.2253521127,5.6006973692,11.938529648,17.1886422849,9.1946561147,2.5851632745
NC067,Khâi-Ma,-0.002766,0.000311,0.000816,0.000576,0.000334,0.000708,0.00028,0.000402,0.000171,0.000124,0,0.000389,12465,0.2827918171,0.3152827918,0.4693140794,0.3088648215,0.2727637385,0.5134376254,0.1845166466,0.2045728039,0.1564380265,0.0882470919,0
EC157,King Sabata Dalindyebo,0.00066,0.008449,0.004535,0.002404,0.000987,0.003847,0.006732,0.004247,0.001642,0.001781,0.004441,0.002839,451710,0.4094441124,1.1724336411,1.2917092825,0.6866130925,0.5159017954,0.8837107879,1.8279759137,1.2899293795,0.9381018795,0.5117221226,1.2612361914
WC048,Knysna,0.00284,0.007766,0.020825,0.030742,0.006693,0.023204,0.042093,0.047295,0.010847,0.036148,0.031747,0.017508,68659,9.579603548,9.3777509139,25.5341324517,27.7203279978,25.0511659069,26.5890851891,52.2499162528,54.1038756754,42.4506182729,42.9216708662,41.3271967258
FS162,Kopanong,0,0,0,0,0,0,0,0,0,0,0,0,49171,0,0,0,0,0,0,0,0,0,0,0
EC109,Kou-Kamma,0.001886,0.005296,0.001615,0.002775,0.001327,0.001523,0.005516,0.010358,0.004423,0.006482,0.005609,0.00398,40663,1.1280033446,1.5146201707,1.1177237292,1.0139438802,1.4370558001,0.6652239136,3.3332759511,4.3998229349,3.3408749969,3.1843444901,5.8454122913
EC108,Kouga,0.010824,0.008274,0.008335,0.00955,0.002363,0.004237,0.002351,0.000467,0.000645,0.000342,0.000542,0.00342,98558,8.3267111751,5.8203494389,7.3699750401,8.0459019055,5.7994987723,2.769161306,2.2855171574,0.4032853751,1.5217232493,0.3763976542,0.5729418211
KZN291,KwaDukuza,0.000051,0.002475,0.000482,0.000814,0.000281,0.003015,0.00054,0.000336,0.000417,0.000409,0.000543,0.000611,138078,0.0116238648,0.2281681369,0.132577239,0.1070916439,0.0855386086,0.3372151972,0.1910514347,0.0496096409,0.1374005997,0.117650893,0.1370602123
KZN433,KwaSani,0.00854,0.013733,0.007114,0.023848,0.00282,0.018367,0.000983,0.002283,0.00052,0.00065,0.000567,0.005101,65981,12.0745972325,7.4308209939,9.6209817978,13.2742910838,6.6694806081,2.6011579091,0.790697322,1.1260817508,0.8982889014,0.4299722647,0.4524029645
WC051,Laingsburg,0.032651,0.046851,0.14636,0.091437,0.026958,0.039575,0.202157,0.412923,0.070226,0.097658,0.103357,0.078665,8289,14.157316926,55.5882494873,66.680781759,36.9163952226,33.8623476897,70.7294004102,86.2739775606,89.2563638557,103.6977922548,102.2467125106,101.0072385089
WC026,Langeberg,0.000781,0.006469,0.006747,0.004041,0.002471,0.003655,0.002662,0.004306,0.002839,0.006085,0.005455,0.004023,97724,0.8565244976,5.3162068683,6.830481765,3.1012647865,3.0054541361,3.10977856,2.8664811101,3.9822868487,3.542927019,6.0204658016,6.1710429373
MP305,Lekwa,0.002431,0.004756,0.007145,0.02104,0.000728,0.000184,0.000382,0.000686,0.000298,0.000984,0.003193,0.002979,115662,1.9979076966,2.8347080286,3.3430426588,11.0142916429,0.6628192492,0.1541301378,0.2747747748,0.5667721464,0.220703429,0.9616814511,1.0264391071
NW396,Lekwa-Teemane,0.001025,0.000537,0.000187,0.002296,0.000328,0.000472,0.000125,0.000669,0.000546,0.000476,0.001454,0.000593,53248,0.4009540264,0.2319148137,0.048828125,0.5042442909,0.2679912861,0.3525015024,0.1098632813,0.4371619591,0.4371619591,0.3318434495,0.6304462139
LIM353,Lepelle-Nkumpi,0.005334,0.002531,0.00407,0.019604,0.000272,0.000432,0.001946,0.004231,-0.00008,0.00025,0.005975,0.001996,108321,0.4865169265,0.6326289454,0.7757036955,1.1959823118,0.0937029754,0.117244117,0.0918566114,0.2174093666,-0.0286186427,0.0724697889,0.3738887196
LIM362,Lephalale,0.000874,0.00015,0.000095,0.000029,0.000132,0.000212,0.000046,0,0.000649,0,0,0.000287,115767,0.5953078166,0.087442881,0.048355749,0.0052346524,0.1094353313,0.1071894409,0.0164727427,0,0.1357122496,0,0
GT423,Lesedi,0.000801,0.005509,0.000851,0.000536,0.00033,0.000355,0.000408,0.000457,0.000494,0.00045,0.000435,0.000921,99520,0.8114851286,5.3606109325,0.7984425241,0.4723372186,0.3727491961,0.3823553055,0.4366659968,0.497437701,0.5945840032,0.4896000804,0.5217644695
FS161,Letsemeng,0.00046,0.000509,0.00064,0.00248,0.000377,0.0005,0.000367,0.000991,0.000312,0.000675,0,0.000553,38628,0.3748576162,0.3140209175,0.3686445066,0.7391011701,0.3544061303,0.3691622657,0.2241897069,0.3093610852,0.2907217562,0.1967484726,0
EC134,Lukhanji,0.000601,0.000821,0.001269,0.001057,0.000745,0.001232,0.000865,0.000535,0.000148,0.000442,0.000328,0.000669,190723,0.3125737326,0.4548795898,0.6906036503,0.534455729,0.7780603283,0.5320805566,0.4233626778,0.2684626395,0.185011771,0.2762645302,0.1293394085
NW372,Madibeng,0.000961,0.002587,0.000336,0.000854,0.000844,0.000983,-0.000203,0.001386,0.000889,0.001211,0.00039,0.00095,477381,0.693025068,1.505596159,0.1505422294,0.2914108437,0.5482874266,0.4360982109,-0.0992582445,0.5447263297,0.564079844,0.6650955945,0.2143193801
FS205,Mafube,0.000471,0.001232,0.000256,0.000625,0,0,0,0,0,0,0,0.000279,57876,0.3749395259,0.8832676757,0.20733983,0.2298016449,0,0,0,0,0,0,0
NC093,Magareng,0.000356,0.000284,0.000075,0.002111,0.010841,0.016532,0.020624,-0.000377,0.00322,-0.00118,0.005799,0.004537,24204,0.2867294662,0.1640224756,0.0525119815,0.9968187077,9.8166831929,14.4110064452,7.8759709139,-0.5763097009,2.5836638572,-0.8654767807,2.379730623
NW383,Mahikeng,0.006809,0.005801,0.005731,0.005345,0.004615,0.011197,0.004342,0.009198,0.004144,0.003278,0.004594,0.005535,291527,2.6381021312,2.3247555115,2.0344633602,1.3071070604,2.6042905117,2.6118507034,1.7720657092,2.2079121316,1.8272372713,1.2448864085,1.7000792379
EC104,Makana,0.000034,0.001017,0.001794,0.006014,0.00194,0.003679,0.002973,0.000966,0.000837,0.000118,0.001156,0.001649,80390,0.0370692872,0.9721980346,1.7746361488,2.3637392711,2.4071277522,3.7575569101,2.2887050628,0.7338972509,1.026570469,0.0714019157,1.2026371439
LIM341,Makhado,0.002109,0.022337,0.011691,0.027257,0.006642,0.003328,0.004425,0.013009,0.006574,0.002312,0.004664,0.009042,68359,1.2317324712,8.5936453137,6.1829459179,21.111294782,5.5097792536,1.7213534429,2.1562339999,6.1559414269,4.3073040858,2.4568820492,2.6521745491
LIM475,Makhuduthamaga,0.001248,0.003746,0.014287,0,0.001277,0.004916,0.001318,0.005417,0.000411,0.00065,0.000728,0.001472,335676,0.3552532799,0.7730668859,0.2460706157,0,0.442113824,0.2657145581,0.2402227148,0.2032853108,0.2151568775,0.1321214504,0.1390298979
EC143,Maletswai,0.000136,0.003511,0.00178,0.003012,0.00035,0.003236,0.002135,0.004316,0.000017,0.00036,0.010959,0.002186,43800,0.1196803653,2.8284246575,1.1233333333,1.6352739726,0.3342922374,2.2056164384,1.2807534247,1.9786757991,0.0156621005,0.2210502283,4.6906164384
FS194,Maluti-a-Phofung,0.000624,0.005737,0.011213,0.005728,0.001306,0.00082,0.000809,0.000943,0.000543,0.001703,0.000721,0.002515,335784,0.5224757582,5.5976550401,6.1195738927,2.7911603888,1.1626998308,0.6094751388,0.5396832488,0.482354728,0.5021233888,1.1161044004,0.4961254854
NW393,Mamusa,0.01214,0,0.047136,0,0.000223,0.000901,0.000332,0.000445,0,0,0.000126,0.002082,60355,5.7865628366,0,2.0918233783,0,0.1361113412,0.4403611963,0.2201805981,0.0894706321,0,0,0.0683124845
KZN292,Mandeni,0.00297,0.004593,0.00412,0.003512,0.001391,0.006547,0.005154,0.00448,-0.003092,0.003363,0.00279,0.003178,231187,2.6007604234,4.2997789668,3.557436188,3.3978856943,1.3597607132,6.8129133559,5.0188332389,4.4888639932,-3.4727947506,3.6513990839,3.0468278926
MAN,Mangaung,0.000367,0.0004,0.001105,0.00147,0.000842,0.000735,0.00047,0.001259,0.000708,0.002089,0.001737,0.001048,747431,0.4720462491,0.5018162212,1.1094883675,1.7765358943,1.5291030209,0.9730463414,0.6957190697,1.6827787448,1.4633257117,4.0015064936,3.0019841296
FS196,Mantsopa,0.000442,0.000181,0.000353,0.001954,0.001343,0.000623,0.016955,0.00119,0.001585,0.001276,0.000726,0.000965,51056,0.4346403949,0.1239619242,0.3030397994,0.8719837042,0.679645879,0.4657630837,0.7082419304,0.7031494829,1.2897602632,0.9430821059,1.0210357255
KZN293,Maphumulo,0,0,0,0,0,0,0,0,0,0,0,0,140820,0,0,0,0,0,0,0,0,0,0,0
NW404,Maquassi Hills,0.00007,0.000309,0.005877,0.000139,0.000154,0.000103,0.000068,0.076381,0.000063,0.000041,0.053043,0.012067,77794,0.0551584955,0.2327943029,3.9037329357,0.0641823277,0.1456539065,0.0831555133,0.052639021,52.8667120858,0.0643365812,0.0365195259,47.4866699231
LIM335,Maruleng,0.000699,0.002348,0.002837,0.002907,0.00102,0.001264,0.00353,0.010254,0.001595,0.001418,0.008145,0.002326,94857,0.2098316413,0.4203168981,0.6011153631,0.2730425799,0.3050275678,0.317319755,0.7222977745,1.0799308433,0.5656092856,0.4037656683,0.5821394309
FS181,Masilonyana,0.000079,0,0,0,0,0.000318,0.000133,0.000051,0,0.00008,0.000048,0.000064,63334,0.0249313165,0,0,0,0,0.1232671235,0.0929042852,0.0161998295,0,0.0568415069,0.0443205861
EC441,Matatiele,0.000063,0.000027,0.008176,0.004582,0.001728,0.001626,0.001812,0.005116,0.001141,0.000767,0.002052,0.001939,203843,0.0165127083,0.0062106621,1.6940979087,0.4490073243,0.7391031333,0.3849433142,0.4354086233,0.4038107759,0.4431253465,0.2633742635,0.5657687534
FS184,Matjhabeng,0.001956,0.001477,0.001777,0.002912,0.001321,0.001213,0.001559,0.00189,0.001875,0.001263,0.001605,0.001633,406461,1.701538401,1.0135954003,1.3290549401,1.4595939094,1.7208268444,1.4560560546,1.7450850143,1.5818122772,2.4707880953,1.4846344422,1.7830345347
NW403,Matlosana,0.004829,0.003953,0.005133,0.00385,0.004252,0.002797,0.005162,0.007697,0.003009,0.004387,0.011315,0.005037,398676,5.3515436093,3.8213862886,3.8174281873,3.5209342925,5.2459164836,2.9465530907,5.4167243576,6.213795162,3.9414236122,5.0087414341,12.1443578244
WC011,Matzikama,0.005908,0.008494,0.007517,0.009377,0.008867,0.009337,0.007424,0.009592,0.006736,0.00733,0.006994,0.00784,67147,3.9000402103,5.1646834557,4.8179069802,4.3392705556,6.9088269022,5.8932342472,4.7915022265,4.3132232267,5.543881335,5.3063130147,5.0803312136
EC121,Mbhashe,0.001401,0,0.007205,0.030261,0.001609,0.002499,0.035559,0.041161,0,0.054032,0.002462,0.004338,254909,0.2642119345,0,0.7914589128,0.3116798544,0.341576798,0.4887744254,0.886355523,0.3352137429,0,0.5785515615,0.8860024558
EC443,Mbizana,0.001862,0.002499,0.002497,0.002606,0.000666,0.001924,0.001559,0.000911,0.000351,0.000892,0.00157,0.001296,281905,0.217271776,0.2110640109,0.3401961654,0.2723257835,0.167432291,0.1901349745,0.2940706976,0.1161738884,0.1209627357,0.19297281,0.2289742999
MP322,Mbombela,0.001517,0.001554,0.001579,0.005042,0.00143,0.002697,0.002069,0.004651,0.001599,0.002338,0.001137,0.002217,588794,0.9251062341,0.9056291334,0.8174471887,2.4722483585,0.9513938661,1.7643182505,1.411048686,2.2387982894,1.1996317897,1.6649048734,0.7623549153
KZN281,Mbonambi,0,0.00014,0.001202,0.011612,0.000979,0.000512,0.000969,0.008775,0.000504,0.001545,0.000526,0.000828,122889,0,0.0170885921,0.1249094711,0.1627484966,0.1814645737,0.0728299522,0.1009040679,0.133046896,0.1269438274,0.1729202776,0.1110758489
GT484,Merafong City,0.006387,0.004434,0.006016,0.005498,0.003549,0.003383,0.005308,0.005707,0.002976,0.004156,0.003091,0.004335,197520,7.1379910895,6.1637454435,4.3285034427,4.313299919,4.6903300932,6.1573612799,5.1601711219,5.3910692588,4.1098116646,4.0950030377,4.8991950182
FS204,Metsimaholo,0.00541,0.009129,0.008873,0.0111,0.004855,0.004402,0.006279,0.011123,0.004809,0.003968,0.022052,0.008223,149108,5.3473589613,8.6627612201,7.2304302921,9.301338627,5.7139590096,4.4578694637,5.8687662634,9.4070338278,5.9602100491,4.7225903372,24.6749336052
EC156,Mhlontlo,0.006057,0.000832,0.000712,0.020232,0.007432,0.011964,0.001051,0.083115,0.003276,0.002777,0.001268,0.002732,188226,0.0807539872,0.1349441629,0.0892544069,0.0804883491,0.1126305611,0.135634822,0.1481251262,0.5827622114,1.0128090699,0.5444943844,0.2010880537
GT422,Midvaal,0.011762,0.028296,0.021391,0.025419,0.003387,0.01167,0.012563,0.02238,0.020414,0.022116,0.019561,0.017655,95301,18.3589364225,37.3649594443,34.3047711986,33.32299766,6.1601242379,19.1816665093,20.4081908899,34.5390394644,38.7499921302,36.6970336093,31.8954575503
NC081,Mier,0,0,0,0,0,0,0,0,0,0,0,0,7003,0,0,0,0,0,0,0,0,0,0,0
KZN222,Mkhambathini,0.000195,0.026554,0.0258,0.032293,0.02259,0.023443,0.027951,0.022111,0.042349,0.042555,0.026969,0.026638,92710,0.120806817,13.9760435767,13.6109912631,13.5451731205,14.8177974329,9.5373961816,17.2340524215,18.5892676087,32.2107108187,24.8962571459,18.2919210441
MP303,Mkhondo,0.003377,0.004061,0.002875,0.00723,0.004896,0.004959,0.002962,0.007089,0.001984,0.001122,0.001764,0.003282,171982,1.3662069286,1.3734867602,0.9170436441,0.863520601,2.218691491,1.4237013176,1.2862915887,0.9193520252,1.0644718633,0.4879115256,0.6681571327
EC122,Mnquma,0.013205,0.008304,0.008326,0.017544,0.054216,0.005985,0.007752,0.047699,0.00163,0.077603,0.002628,0.009129,252390,3.1840762312,1.5732120924,1.2344981972,2.9133840485,1.1074527517,1.2837275645,1.3124529498,1.8001505606,0.5441974722,1.7053171679,1.0410475851
LIM364,Modimolle,0.002633,0,0.000606,0.002466,0.000249,0.00051,0.000248,0.000552,0.000445,0.000992,0.000279,0.000786,35640,1.7537037037,0,0.4302749719,1.0304433221,0.172362514,0.4042648709,0.1797699214,0.3628507295,0.3980639731,0.4382154882,0.0882996633
LIM365,Mogalakwena,0.00001,0.001414,0.000002,0.000007,0.000005,0.000006,0.000004,0.000037,0,0,0,0.000129,68513,0.0073854597,1.0418022857,0.0014011939,0.0038532833,0.0047144338,0.0051523069,0.0028315794,0.0208719513,0,0,0
GT481,Mogale City,0.005824,0.01091,0.007579,0.005032,0.001976,0.002226,0.007529,0.011922,0.008529,0.014735,0.011297,0.007988,362422,6.7262169515,11.5399754982,7.4353488475,4.7805238093,2.6180585064,2.5614283901,8.9485020225,12.0166518589,11.606599489,19.0330581477,14.8114573619
FS163,Mohokare,0.001916,0.002198,0.001923,0.002665,0.00106,0.000478,0.000235,0.00091,0.000251,0.000788,0.000235,0.000938,34146,1.6703859896,1.1291512915,1.3120131201,0.4905406197,1.102618169,0.3466291806,0.2615240438,0.2401452586,0.2749956071,0.5930416447,0.2123235518
LIM354,Molemole,0.003069,0.002665,0.002721,0.001684,0.000956,0.001504,0.002056,0.002059,0.001227,0.002034,0.00118,0.00192,628999,2.2001561211,1.4741947126,1.6013570769,0.9381095995,0.698109218,0.9788791397,1.5022154248,0.9958251126,1.0159094053,1.5154125841,0.4451263039
LIM366,Mookgophong,0.005294,0.00387,0.002646,0.013044,0.008717,0.000747,0.000774,0.069306,0.022354,0.020971,0.019861,0.014561,66500,4.5993082707,2.7475037594,1.8937593985,8.548962406,8.4530827068,0.6111278195,0.5276390977,50.3704962406,22.854406015,7.3666616541,5.7445714286
FS201,Moqhaka,0.000953,0.001386,0.002241,0.004295,0.001389,0.001673,0.001519,0.003126,0.001521,0.002177,0.001277,0.001796,160532,0.8603580595,1.0821892208,1.4417561608,2.181776842,1.4552425685,1.5054319388,1.2655233847,1.844928114,1.534155184,1.2598796502,1.0691637804
NW371,Moretele,0,0,0,0,0,0,0,0,0,0,0,0,186947,0,0,0,0,0,0,0,0,0,0,0
NW375,Moses Kotane,0,0,0,0.016439,0,0.006006,0.009734,0.011832,0.003171,0.014323,0,0.004501,242554,0,0,0,2.4369088945,0,2.7259909134,3.7773031985,1.7930027953,1.7859940467,7.2161250691,0
WC043,Mossel Bay,0.005414,0.01042,0.005264,0.009769,0.002985,0.006793,0.010984,0.0117,-0.003563,0.011372,0.009675,0.005962,89430,15.5325170524,13.9478362965,7.560225875,13.4942860338,8.9035782176,9.8928659287,15.633389243,16.6636587275,-11.3575981214,16.7872078721,15.8386782959
KZN223,Mpofana,0.002513,0.002202,0.007941,0.00179,0.000227,0.006339,0.006656,0,0.003743,0.00306,0.001954,0.003525,38103,1.4086817311,1.3699708684,5.3525969084,0.4829016088,0.1495945201,2.2544156628,4.1243471643,0,2.7353489227,1.746581634,0.8017741385
KZN242,Msinga,0.000634,0.001786,0.001864,0.002658,0.000478,0.000206,0.00066,0.002859,0.000521,0.00043,0.00039,0.000688,165307,0.1518387001,0.0453701295,0.2335049332,0.0759193501,0.1022340252,0.0372035062,0.1887397388,0.0898328564,0.1696842844,0.0750119475,0.0626107787
MP302,Msukaligwa,0.000965,0.001607,0.000697,0.002258,0.000976,0.000509,0.000433,0.00717,0.00037,0.000653,0.0005,0.000984,149377,0.6935471994,0.8415351761,0.3842961098,0.9841207147,0.7795175964,0.3209931917,0.3044712372,1.2481707358,0.3205647456,0.4964084163,0.3160928389
KZN224,Msunduzi,0.000027,0.000842,0.000256,0.012012,0.003375,0.001438,0.00049,0.002806,0.000695,0.000608,0.000731,0.00072,33105,0.012082767,0.1057242108,0.0785379852,0.0604138348,0.0558827972,0.0332276091,0.0966621356,0.542214167,0.1540552787,0.2205104969,0.231082918
KZN282,Mthonjaneni,0.001212,0.001401,0.002267,0.001827,0.004773,0.00597,0.005364,0.005923,0.0041,0.003795,0.003964,0.003738,334459,1.5674238098,1.8647517334,3.0601149917,2.4665265399,8.1612365043,8.461031098,6.6041816785,7.9042662927,7.2995793206,6.2923587047,6.1262546381
KZN273,Mtubatuba,0.002445,0,0,0,0.000895,0.00094,0.000614,0.007169,0.002567,0.00137,0.063043,0.009198,35258,0.0760394804,0,0,0,0.2327698678,0.1361393159,0.0934256055,0.394236769,0.9632707471,0.3400646662,14.199302286
LIM342,Musina,0.001496,0.004498,0.003719,0.013122,0.003129,0.015335,0.003718,0.023015,0.002339,0.001738,0.005065,0.003703,91870,0.4423642103,0.5077827365,0.5279198868,0.5725481659,0.650702079,0.4949385001,0.485250898,0.4230978557,0.4502013715,0.370305867,0.8122346794
LIM343,Mutale,0.007532,0.008181,0.012063,0.027466,0.004203,0.005028,0.002672,0.00512,0.00038,0.002465,0.001268,0.005174,618462,1.8706840517,1.6502517535,1.7133146418,1.2463789206,1.2841694397,1.0442840466,0.4353218144,0.3582273446,0.1125857369,0.3125171797,0.2201105323
FS185,Nala,0,0,0,0,0,0,0,0,0,0,0,0,81220,0,0,0,0,0,0,0,0,0,0,0.000049249
FS164,Naledi,0,0,0.000287,0.000549,0.000084,0,0.000705,0.000395,0.001057,0.000307,0.002796,0.000325,24314,0,0,0.1280743605,0.1335033314,0.3694167969,0,0.3694167969,0.373406268,0.6289380604,0.4654108744,1.3231060294
NW392,Naledi,0.000369,0.000225,0.002173,0.002792,0.001333,0.001155,0.000986,0.003776,0.000748,0.001769,0.001828,0.001344,66781,0.4150432009,0.2578727482,1.5661191057,1.6251179228,1.6787259849,1.020230305,0.7181383927,2.6123598029,1.265135293,1.411060032,1.4005031371
NC062,Nama Khoi,0.001528,0.001362,0.001072,0.000428,0.000067,0.00101,0.00122,0.002212,0.000685,0.001284,0.00237,0.001097,47041,1.7542356668,0.7505155077,0.6711804596,0.2237409919,0.0917710083,0.6258582938,0.9556557046,1.135031143,1.0415594907,1.0390722986,1.8643948896
Summary,National Average,0.004729,0.005955,0.006317,0.00845,0.00405,0.005002,0.004039,0.007252,0.002753,0.005307,0.004137,0.005084,51770563,5.2725229393,5.7560064394,6.0368888397,7.2503635126,5.1650139289,5.466878813,4.1750993127,6.6558820502,3.7329023832,6.2575009277,4.8744504865
EC105,Ndlambe,0.001314,0.002215,0.00228,0.005406,0.000947,0.002676,0.001684,0.002356,0.001707,0.001137,0.001253,0.001818,61176,1.4952759252,2.1716032431,1.662416634,2.5163462796,1.2014515496,2.5900680005,1.7005688505,1.4964038185,2.0391983784,1.4977115209,1.6044854191
KZN294,Ndwedwe,0,0,0,0,0,0,0,0,0,0,0,0,96724,0,0,0,0,0,0,0,0,0,0,0
